@RELATION Tweets
@ATTRIBUTE tweet STRING
@ATTRIBUTE class {0,1,2,3,4}
@DATA
'@carolrainbow no Internet at home, have to drive into Ox to use Internet because of builders! ', 0
'@Steve_Buscemi the weather in Canada is freezing ', 0
'twiggassssssss I been out of range all day  Im back now and hopefully for good.', 0
'@danadearmond ', 0
'anyone who reads this pray for my Grandma. Shes in pain ', 0
'#3 woke up and was having an accident - &quot;Its pushing, its pushing!&quot; he was crying because he couldnt stop from wetting his pants.  ', 0
'Home from Franklin street, I almost jumped over a fire. Someone kicked it before I could.  Jenny lost her shoe.', 0
'@johnnybeane hey! you just changed your default. ', 0
'Finally gave in and was bored enough to start this thing. I think the 140 is going to be a problem for me tho.  its like a myspace status.', 0
'@ellievolia If oooonly we were really so lucky, eh? And awh  Definitely too early for work.', 0
'buttload of homework! ', 0
'needs another copy of visual studio 2008 ', 0
'why to we, the only school in the world, be in this week.My school is silly  anyway... look on the bright side. When im off, u will be in', 0
'omg ive an economics test. and i dont know all the things i have to know and omg im gonna fail ', 0
'@robcthegeek Once upon a time Hundred Islands was the pride of Philippine tourism, but coral/clam/rare fish poaching did it in. Kinda sad ', 0
'@Henkuyinepu yeah, apparently i have really bad taste ', 0
'@hummiemd I KNOW! I was really surprised since everyone recommends them on youtube.  I have to call them tomorrow and figure it all out.', 0
'Waiting at the airport for my ride while I get harassed by 2 men trying to sell me ugly hats.. Why me?!  I just want to sleep..', 0
'i left my IDs at the location and now i can not go out to bars  FUCKKKKKKKKKKKKK', 0
'@celycarmo im sorry I dont understand your last comment ', 0
'@OfficialRandL when is the announcement? i stayed up late last night ', 0
'@KishoreK this is strange, illegal torrents avlbl everywhere, legal DVD not in stock  What do I do now???', 0
'ITS NOT ENOUGH TO SAY THAT IMISS U ', 0
'This trolley has up packed in like sardines! Padre game and they REMOVE a car?! Good call MTS ', 0
'@RandomlyNat Jeez, I was just trying to help  Haha.', 0
'@SupaMagg that happened to me saturday night. along with my glittery green lighter! ', 0
'trying to reduce the number of cigarettes in each day! ', 0
'yea it is so quiet around here cuz everyone has to work im bored to death with nobody to talk to ', 0
'gotta do my cooking assignment  its too hard', 0
'@treesahquiche okay, about the applepears, Ive talked to a few people and theyve ALL had them before. No one ever told me, never ', 0
'@jennifermf I know!  Im a night owl by nature, hahaha Am I a time zone behind you? Its almost 1 here', 0
'@mamasvan lol - nope! but i did have complete #camerafail ', 0
'@maxime68 @megelder But! Im useless if I dont sleep  Its not fair! I want all the fun as well!!!', 0
'My Pookie has a UTI.  I have to be Nurse Gabbie and get him back to 100%!!! No more sodas!!!!!!!!!!!!!!', 0
'@jillianfish tweet something damn it!  and hang out with me please? ', 0
'@anistorm ', 0
'Im SO behind in video games, and everything for that matter. Im yesterdays news ', 0
'@sleep_til_noon I did, it was the only one left but I got tempted and ate it soon as I got home  I had a chocolate velvet &amp; ate d mocha', 0
'Is stressing out because my blackberry keeps flashing a red alert status for no reason!! Its faking me out and I hate it!!! ', 0
'http://twitpic.com/2y34e - I wanna wear my Doc Martens out! Havent worn them since December. ', 0
'When to the shoe repair shop and the guy could not find my shoes!  So I have to go back and see if he can find them in a couple days. ', 0
'@B_Barnett I did not really see that coming ', 0
'just woke up from the most vivid, sketchy, not-cool dreams of my life. time to stare at the wall with the lights on. ', 0
'itll take 3 days for my sister to get her passport ', 0
'@nicolerichie OH MY YES!! i miss ', 0
'Uh oh... I think I am getting sick ', 0
'Good GOD they ruined my belly button!!!  ', 0
'Watching Who Framed Roger Rabbit. Makes me miss Toon Town. ', 0
'@akianz renting.. but very cheap renting, and awesome house. We had 3 buying attempts fall through ', 0
'running nose + spinning head = not a good combination for a meeting! ', 0
'@EazyDoesIt87 NEGATIVE.. you lost my vote of confidence ', 0
'Nasty budget due and my iphone is being sent to Apple today. ', 0
'@Sofii_Noel that�s bad ', 0
'Dammit, episode 3 of Kings wont play for some reason  stopped in the middle now wont do anything', 0
'Im so upset that I missed my chat and quiz online because my free internet has ceased ', 0
'cant believe it! Im in disbelief of it all in a way really. How much can I take from people and always get hurt by others!! ', 0
'Car show season has started without me ', 0
'my throat is raw. ', 0
'@KevChoice I just dont get it. What in a persons mind could even have them on some ish like this???  My prayers are with her fam for real', 0
'@frago I hate you. I didnt need to see that. I need to call my therapist now. ', 0
'Twilight didnt come yesterday  fingers crossed for today', 0
'@NileLegania glad I was able help you feel better. I hate to see you sick  Love you!', 0
'is tireddddddd. want to sleep but i have an assignment to finish and an exam tomorrow to study for ', 0
'You know, I was thinking... I need money ', 0
'omg..its jst teusday ', 0
'@ddlovato @David_Henrie ummmmm i cant find it. ', 0
'Just heard that they found Sandra Cantu... She was only 8 yrs old ', 0
'@corrosivecandy Ive forgotten how to snoo-snoo  I wonder if snoo-snoo and I will ever meet again...', 0
'@AmaNorris wow that last tweet made me seem like a giant sexist...sorry about that ', 0
'My bathtub drain is fired: it haz 1 job 2 do, &amp; it iz FAIL. I got all Drano on its ass, &amp; iz STILL NOT DRAINING. I wanna shower, dangit!! ', 0
'stuck at home ', 0
'@nomadicmatt mine is 1/10  how do you get it up?', 0
'Duckling in famous childrens book stolen from Bostons Public Garden - The Boston Globe http://tinyurl.com/dc2htx via @ShareThis OH NO!! ', 0
'@Appomattox_News Thank you! However, I hate to be on the same list that includes 2 convicts.  ', 0
'Heading to Altrincham, again! Out of hours install ', 0
'MORNING!!! Good im bloody knackered!!! Work is not for me today  HELPPP!!!! xxx', 0
'@jeffreecuntstar  I dont have a garage.  But you can park in my driveway!', 0
'@lauredhel  What happened?', 0
'&quot;On popular music&quot; by T.W.Adorno is probably the most difficult reading ever prescribed, Im actually struggling to continue ', 0
'http://twitpic.com/2y36e - cant see the flowers falling  i dont have a camera, just my cellphone', 0
'Weve been good. Im not liking the snow right now, was getting used to the nice Spring-like weather.  How about you?', 0
'@brian_armstrong What a pity YouTube is currently blocked in China.  I cant see the vids. ', 0
'@margaretcho what happened to your show it was the hightlight of my life ', 0
'This is the best leather sofa in the world!  Its in the office though which means Im still here working ', 0
'Still 3 more days until my Internet gets uncapped ', 0
'If he doesnt get better in a few days, he could have something lodged in his belly ', 0
'i Love my atekinzz so much. &amp;&amp; i soo miss her.. ', 0
'I wanna sneak into the zoo and play with the kitties ', 0
'@lolitariot oh no  hope youre not getting sick too!', 0
'@alejandralei i dont think i can cause its my cousins birthday party ', 0
'Our sweet little man just fell asleep while waiting up for daddy and big brother to get home!  Poor baby, he missed them so much today!', 0
'the angel is going to miss the athlete this weekend ', 0
'trust is hard ', 0
'have watched that considering today. yaknow. shawnna tomomorrow;i need my bestfriend ', 0
'Grr i want to keep reading but if i do i wont have anything left to read ', 0
'atekinzz, where in the world are you?? ', 0
'@RumLover No! u supposed to be my date ', 0
'pears &amp; Brie, bottle of Cabernet, and &quot;Win a Date With Tad Hamilton&quot;... oh gawwd my life flashed forward to when Im 40 with my 75 cats ', 0
'Crap. I need more dresses too. ', 0
'@kaeeeep yeah! i know! it was horrible!!!! ugh. saddening. ', 0
'@Brodhe geez ur no fun are you ', 0
'I wanna be in a punk rock band again ', 0
'@jyesmith Thats a lot of angst for a Tuesday afternoon ', 0
'Im very glad Britney isnt crazy anymore! That was one hell of a show! Now Im sad that its over.  Next up...AP at Cook County!', 0
'has a huuuge headache! omg I feel like crap! ', 0
'@Anistorm Sorry ', 0
'@cleders sorry...i was rooting for them too... ', 0
'Man, that took forever. ', 0
'@shandasaurus  I see.', 0
'I am listing more items on ebay to sell!  Takes forever..meanwhile Coleman is watching The Hills season premier without me.. ', 0
'Just got my presentation done, 23 slides done...  Im crying for this week will be the hardest of all weeks.', 0
'Just lost $160 ', 0
'I dont like the previously on skins thing that starts at season two. I like it when it went straight into the intro like before ', 0
'@Houndour ...i wish i was there...im pretty good at scaring the shit out of people ', 0
'Going to sound vain... but running out of my fav lip gloss ', 0
'@stuiy never again will I click on a link that screams, &quot;Im a spider, Im a spider&quot;. I should have known better. yucky ', 0
'Why is that when you have time off from work you get sick? ', 0
'@pratama Same iMac came out $320 more in Indonesia than the States. ', 0
'Dammit... I need to stop buying furniture ', 0
'@Miss_Sil no i was half asleep and turned off the laptop after that ', 0
'Death is peaceful,  life however, bites ', 0
' i think @JonathanRKnight lost the net ? sure hope not', 0
'http://is.gd/r8Zf,  http://is.gd/r8Zy, and  http://is.gd/r8ZG - test footage with my girlfriend (in HD) The dark one is underxposed ', 0
'Such a tough game to watch tonight for State  Finally going to bed after also staying up to watch the season premiere of the Hills!', 0
'Seems jRuby support for hpricot is now two versions behind ', 0
'@JinxCat Unlike my sister...I still dont have one ', 0
'Fraking app store is pissing me off   http://tinyurl.com/c4ooho', 0
'Logging out. I need to study.... ', 0
'anyone else having problems accessing TTB??? I cant get on!!! ', 0
'I strongly dislike people who make stupid comments and dont know the whole story ', 0
'@emmaketurah  im sorry Emma, is swarley a goldfish? im sad for u.', 0
'All my tweets are already gone, arent they  Missed you guys tonight.', 0
'Cant sleep again. Face is kinda swollen. Dont let me be allergic to the thing thatll get me to Thursday. School tomorrow? Doubtful. ', 0
'@Snick_the_Dog If Izzys on the cat tree, shell stare him down, but if shes on the floor, he chases and she runs. ', 0
'I am officially banning godaddy.com from my comp. My head hurts from the small print AND I wasted $10 that couldve happily gone to Boba ', 0
'@HumanOpium pretty much just scary for me ', 0
'@ilovepie mines too... Im finding it well hard to get fit... ', 0
'Good morning! Ready 2 go, but I want 2 go back 2 bed ', 0
'hates waiting for mails ', 0
'wheat bread from the dollar store just doesnt toast nicely  going over my taxes and calling it an early night', 0
'Why Kutner? I mean I knew something was going to happen to someone but it was so sad. I &lt;3 House and it was well done, but Im still sad ', 0
'@JonathanRKnight aw ok goonite....  ', 0
'ill so i cant go to the cinema!! ', 0
'Fell asleep . . . Really didnt mean too  *christina*', 0
'@KelleyRowe hey, you remember that time we used to be friends?? ;)  ugh. vomit. sick.  i need sleep ', 0
'my lymph nodes are as massive as rahm emanuels balls right now ', 0
'Oh no my computer sucks. I dont think ill be able to listen to the Xbox 360 Fancast tonite ', 0
'is missing playing my trumpet ', 0
'My throat is still really sore. I was meant to be going on a 5 day camp from Friday but not so sure now ', 0
'@sasii I know exactly how you feel! ', 0
'At work ', 0
'Well bed time now. 1 am. *sighs* Back to 6 am mornings for a week on Wednesday. ', 0
'@hert Jesus Camp? Yeah... ', 0
'@MaryBethune oh no! with everything that happened today, i forgot we were going dress shopping for the opera tomorrow. ', 0
'Turtles are better than my Mac - lasts longer and moves faster ', 0
'I am soaked. This is not pleasant ', 0
'@ginayates Sorry to hear about Maggie.    Thoughts to your mum.', 0
